sample_id,time,label,ecg_lead_segment_1,ecg_lead_segment_2,ecg_lead_segment_3,ecg_lead_segment_4,ecg_lead_segment_5,ecg_lead_segment_6
sample_016,14,ecg_class_positive,-0.9640863,-2.1675454,1.1408321,0.56013986,0.52091469,0.22771811
sample_016,15,ecg_class_positive,-0.95486094,-1.6748811,0.85017406,0.63391226,0.59710275,0.23970956
sample_017,0,ecg_class_positive,1.668206,-0.97349672,-1.8003226,0.68619346,0.26268828,0.09622552
sample_017,1,ecg_class_positive,2.8481734,-1.1701115,-1.464235,0.55904631,0.22581812,0.018381314
sample_017,2,ecg_class_positive,2.5169776,-1.1505492,-1.0480598,0.56085022,0.25668612,-0.036049008
sample_017,3,ecg_class_positive,2.1727729,-1.2575322,-0.89517518,0.65964585,0.14650693,-0.022687817
sample_017,4,ecg_class_positive,0.72046706,-1.4203531,-0.49069907,0.70940886,0.12344467,-0.0061312772
sample_017,5,ecg_class_positive,0.72537573,-1.48459,-0.017316799,0.61547611,0.10569229,-0.014322565
sample_017,6,ecg_class_positive,1.6386019,-1.4657847,0.20345441,0.63125517,0.19601456,-0.15436469
sample_017,7,ecg_class_positive,1.2929038,-1.3779393,0.27883112,0.56741509,0.06434636,-0.017805312
sample_017,8,ecg_class_positive,1.6095656,-1.6042484,0.67502424,0.40070829,0.08059776,-0.0075062626
sample_017,9,ecg_class_positive,1.395034,-1.7756386,0.65510886,0.45704242,0.33326736,0.0053624637
sample_017,10,ecg_class_positive,0.1492802,-1.7615261,0.68048762,0.50830249,0.29294268,-0.026597446
sample_017,11,ecg_class_positive,-0.33322555,-2.0809162,0.71907747,0.41179677,0.38261291,-0.048192086
sample_017,12,ecg_class_positive,-0.45278197,-2.227107,0.72019,0.40052745,0.6815076,-0.032347036
sample_017,13,ecg_class_positive,-0.78508967,-1.957896,0.65602258,0.36189013,0.61509956,-0.21405366
sample_017,14,ecg_class_positive,-0.82853298,-2.1089526,0.53604253,0.26791711,0.32699335,0.05603087
sample_017,15,ecg_class_positive,-0.82657129,-1.89408,0.66836543,0.32174868,0.165494,0.14788919
sample_018,0,ecg_class_positive,0.48223006,-0.18922971,-1.8704229,0.31969949,0.40430356,0.40913431
sample_018,1,ecg_class_positive,0.98683211,-0.53960038,-2.2614426,0.5891394,0.39575539,0.29969234
sample_018,2,ecg_class_positive,1.4437677,-0.45736717,-2.453607,0.78199311,0.48234983,0.35868333
sample_018,3,ecg_class_positive,2.1864284,-0.55985517,-2.2074149,0.65391305,0.51771464,0.16955164
sample_018,4,ecg_class_positive,2.5175393,-0.68034464,-2.2577907,0.64801647,0.47598645,0.28576098
sample_018,5,ecg_class_positive,1.878655,-0.53120819,-2.1794258,0.81655292,0.53858068,0.32195206
sample_018,6,ecg_class_positive,1.0926861,-0.55707366,-1.9632911,0.78281835,0.63027485,0.033172873
sample_018,7,ecg_class_positive,0.35257487,-0.70828793,-1.8399026,0.77050817,0.61814456,0.0068894041
sample_018,8,ecg_class_positive,-0.29388443,-0.79252432,-1.5235893,0.82553256,0.6643433,-0.057385843
sample_018,9,ecg_class_positive,-0.11538824,-0.80892495,-1.3561556,0.67838148,0.86471428,-0.30633237
sample_018,10,ecg_class_positive,0.32008756,-0.89253087,-1.0186789,0.53792373,1.1087905,-0.06741053
sample_018,11,ecg_class_positive,0.20484042,-1.1835253,-0.47368223,0.53594711,1.2390306,0.22519356
sample_018,12,ecg_class_positive,0.09906004,-1.3928976,-0.34465464,0.56489515,1.0899692,0.06938688
sample_018,13,ecg_class_positive,0.22945554,-1.4238268,-0.17375591,0.5541468,0.84222734,0.058976001
sample_018,14,ecg_class_positive,0.24823268,-1.6533368,0.20482204,0.48341517,0.93301907,0.20719931
sample_018,15,ecg_class_positive,0.18641973,-1.856352,0.29904266,0.43787624,0.89372385,0.13314702
sample_019,0,ecg_class_positive,0.27482721,-0.26885261,-2.1418538,0.21287398,0.61366758,0.73992558
sample_019,1,ecg_class_positive,0.48103668,-0.87451394,-2.0269626,0.3354064,0.63757675,0.53291993
sample_019,2,ecg_class_positive,0.91926414,-0.96353972,-1.9896808,0.47743425,0.66634325,0.44239105
sample_019,3,ecg_class_positive,1.5386127,-0.63926924,-1.815479,0.53826973,0.63429892,0.50658326
sample_019,4,ecg_class_positive,2.0466195,-0.97817777,-2.0673586,0.48987919,0.65031586,0.44782721
sample_019,5,ecg_class_positive,2.2471427,-1.0722797,-2.1749792,0.51794475,0.70749353,0.42828057
sample_019,6,ecg_class_positive,1.8813336,-0.84334825,-1.5897112,0.53220601,0.76192815,0.43737808
sample_019,7,ecg_class_positive,1.2234635,-1.1584434,-1.3725735,0.48414343,0.75524205,0.3422193
sample_019,8,ecg_class_positive,0.58100914,-1.2610084,-1.2477559,0.48955919,0.78469797,0.38030214
sample_019,9,ecg_class_positive,-0.013895524,-1.1861971,-0.88125119,0.51085975,0.9191244,0.36825288
sample_019,10,ecg_class_positive,0.075209638,-1.4552122,-0.6872476,0.42388961,0.96093655,0.25368051
sample_019,11,ecg_class_positive,0.32472237,-1.6929553,-0.40212389,0.49546141,0.91454644,0.29288411
sample_019,12,ecg_class_positive,-0.0998377,-1.9015054,-0.20059631,0.7047736,0.99706479,0.29816396
sample_019,13,ecg_class_positive,-0.16934754,-1.681844,-0.071597842,0.56084504,1.0213727,0.3171801
sample_019,14,ecg_class_positive,0.0027368262,-1.5709794,0.031612797,0.43955004,0.83071642,0.42303507
sample_019,15,ecg_class_positive,-0.068218734,-2.0163766,0.080364427,0.58182821,0.75422812,0.26151674
sample_020,0,ecg_class_positive,-0.70630453,-1.3201542,-0.067758632,0.21896092,0.62393644,0.20278218
sample_020,1,ecg_class_positive,-0.22618127,-1.3945806,0.14492215,0.30766391,0.53698955,0.18153191
sample_020,2,ecg_class_positive,0.21619952,-1.2384409,0.42255456,0.53138597,0.79352766,0.23192633
sample_020,3,ecg_class_positive,-0.31772657,-1.3179835,0.53402642,0.41760631,1.1080892,0.38609804
sample_020,4,ecg_class_positive,-0.64897192,-1.4283442,0.35755296,0.48482066,1.0154766,0.26526622
sample_020,5,ecg_class_positive,-1.2193491,-1.3303188,0.52821483,0.56905186,1.1737391,0.24689965
sample_020,6,ecg_class_positive,-1.524295,-1.3595008,0.4617568,0.70470753,0.67925679,0.33816714
sample_020,7,ecg_class_positive,-1.5080601,-1.3505409,0.36351216,0.67666848,0.57059741,0.12088731
sample_020,8,ecg_class_positive,-1.5508989,-1.4492425,0.313566,0.63186926,0.48242833,0.33196993
sample_020,9,ecg_class_positive,-1.6004537,-1.4248941,-0.023153428,0.80665436,0.33532385,0.64158999
sample_020,10,ecg_class_positive,-1.6891668,-1.2990896,0.2423185,0.67985002,0.415497,1.5313945
sample_020,11,ecg_class_positive,-1.3953936,-1.1066066,-0.0023966644,0.57379448,0.26353051,3.12484
sample_020,12,ecg_class_positive,-1.4708313,-0.97070858,0.0079621215,0.69169559,0.26492582,3.3320526
sample_020,13,ecg_class_positive,-1.5817696,-0.78746971,0.025180826,0.70951523,0.19964877,2.6537407
sample_020,14,ecg_class_positive,-1.3080662,-0.40474516,-0.046041074,0.68260676,0.22967746,1.1553846
sample_020,15,ecg_class_positive,-1.3220377,-0.23162907,0.31519173,0.60653853,0.32640105,-0.36681942
sample_021,0,ecg_class_positive,0.98754646,-1.021813,-1.6123279,0.80929904,0.44647151,-0.40710484
sample_021,1,ecg_class_positive,2.8132911,-0.87248309,-1.6619347,0.8630134,0.078466812,-0.17139404
sample_021,2,ecg_class_positive,3.8502628,-0.97818045,-1.2214505,0.76800848,0.20627515,-0.44053475
sample_021,3,ecg_class_positive,2.3797891,-1.0883289,-1.0313656,0.57859233,0.33430092,-0.32062696
sample_021,4,ecg_class_positive,1.6998137,-1.0609642,-0.56222713,0.83727355,0.10823433,-0.37312979
sample_021,5,ecg_class_positive,0.078576335,-1.2332062,-0.14094272,0.42243563,0.0034538347,-0.42548927
sample_021,6,ecg_class_positive,-0.59667118,-1.3973797,-0.044415415,0.55999064,0.028080629,-0.24189468
sample_021,7,ecg_class_positive,0.82701885,-1.4201622,0.40790194,0.74246549,0.28769202,-0.69143558
sample_021,8,ecg_class_positive,0.87119579,-1.2854148,0.64344005,0.55067561,0.24131422,-0.40364135
sample_021,9,ecg_class_positive,0.80990883,-1.6192753,0.52700599,0.52511349,0.69449025,-0.29384537
sample_021,10,ecg_class_positive,0.84297108,-1.6767422,0.96391793,0.63924848,0.67393263,-0.5591784
sample_021,11,ecg_class_positive,0.60561297,-1.5017018,1.1173067,0.47647589,0.49159487,-0.19439362
sample_021,12,ecg_class_positive,0.089042884,-1.6669005,0.86714949,0.39718967,0.5070639,-0.55988427
sample_021,13,ecg_class_positive,-0.59212075,-1.8556772,1.1099007,0.54513339,0.10098599,-0.70637758
sample_021,14,ecg_class_positive,-0.64018804,-1.9268678,0.94822195,0.3330331,0.25562729,-0.30707688
sample_021,15,ecg_class_positive,-0.58381473,-1.5274143,0.90597994,0.36683921,-0.080152137,-0.22249628
sample_022,0,ecg_class_positive,2.2487902,-0.71356612,-1.7677252,0.65550067,0.098817208,-0.015459353
sample_022,1,ecg_class_positive,3.5350384,-0.82040631,-1.4316559,0.52495374,0.058965974,-0.19510253
sample_022,2,ecg_class_positive,2.8882737,-0.85969474,-1.2489468,0.56875127,0.14112748,-0.19249284
sample_022,3,ecg_class_positive,2.7209197,-1.0077108,-0.92451407,0.72005592,0.074438681,-0.34953564
sample_022,4,ecg_class_positive,0.86212017,-1.1345552,-0.49763379,0.5729603,0.010571305,-0.43444403
sample_022,5,ecg_class_positive,0.3755771,-1.0714557,-0.15127407,0.50084141,0.018008545,-0.23053023
sample_022,6,ecg_class_positive,1.6392038,-1.1277623,0.19643811,0.49535629,0.06032822,-0.27959324
sample_022,7,ecg_class_positive,1.2831241,-1.3159615,0.36145691,0.51489919,-0.0052835382,-0.39912965
sample_022,8,ecg_class_positive,1.1570711,-1.5013693,0.52481618,0.5163807,-0.039992762,-0.35639212
sample_022,9,ecg_class_positive,1.1850721,-1.5051951,0.78185211,0.40598206,0.085052042,-0.25185433
sample_022,10,ecg_class_positive,0.59537694,-1.6538586,0.85574991,0.42214327,0.23214528,-0.31717097
sample_022,11,ecg_class_positive,-0.05150871,-1.8809025,0.86800457,0.41079177,0.38484877,-0.35169056
sample_022,12,ecg_class_positive,-0.43380888,-1.8100991,0.82624508,0.3194716,0.40289912,-0.25222444
sample_022,13,ecg_class_positive,-0.37916601,-1.8814254,0.78078015,0.31647894,0.39355616,-0.2754384
sample_022,14,ecg_class_positive,-0.52318316,-1.9864112,0.72518763,0.30740853,0.24032629,-0.29134662
sample_022,15,ecg_class_positive,-0.71830401,-1.9802986,0.65159462,0.25230219,0.053103837,-0.20508485
sample_023,0,ecg_class_positive,0.31930911,-0.61869683,-1.6343955,0.70713413,0.38092638,0.040298406
sample_023,1,ecg_class_positive,2.0916954,-1.1784057,-1.3429893,0.88868946,0.34950893,-0.20253657
sample_023,2,ecg_class_positive,3.4437763,-1.1975206,-1.1656694,0.9200951,0.39879126,-0.083446265
sample_023,3,ecg_class_positive,2.2330166,-1.0880619,-0.90722241,0.74580973,0.22800942,-0.15863462
sample_023,4,ecg_class_positive,2.3024139,-1.3816531,-0.5020325,0.65805635,0.14285328,-0.042542894
sample_023,5,ecg_class_positive,0.62160769,-1.2971845,-0.1439111,0.4053932,0.10983773,-0.19342755
sample_023,6,ecg_class_positive,-0.88666448,-1.3249303,0.20306092,0.82966271,0.20422445,-0.16064206
sample_023,7,ecg_class_positive,0.24808104,-1.501298,0.6738644,0.74840541,0.10185956,-0.20791505
sample_023,8,ecg_class_positive,0.49880185,-1.6616468,0.70463673,0.5809532,0.27016878,-0.16577684
sample_023,9,ecg_class_positive,-0.098005224,-1.8333884,0.63686847,0.62708381,0.45458897,-0.18602181
sample_023,10,ecg_class_positive,-0.030765777,-1.8141706,1.1166565,0.48055791,0.68958872,-0.18400319
sample_023,11,ecg_class_positive,0.34472022,-1.6741169,0.66957454,0.56559193,0.92953394,-0.02605305
sample_023,12,ecg_class_positive,-0.38987174,-1.8588047,1.1391991,0.6678784,0.50570993,-0.27751489
sample_023,13,ecg_class_positive,-0.62012368,-1.9986341,1.2432912,0.56885552,0.36376327,-0.12845581
sample_023,14,ecg_class_positive,-1.0453047,-2.0455699,0.77798058,0.45093787,0.44699331,-0.042731837
sample_023,15,ecg_class_positive,-1.0410438,-1.8967705,0.93665667,0.4585795,0.29017508,-0.17717182
sample_024,0,ecg_class_positive,0.6303957,-0.8623727,-1.7316727,0.77246854,0.41591219,-0.10082389
sample_024,1,ecg_class_positive,2.1919773,-0.92217942,-1.674876,0.7469912,0.32387831,-0.28888674
sample_024,2,ecg_class_positive,3.5209004,-0.91724381,-1.3019642,0.66540339,0.27553765,-0.26615541
sample_024,3,ecg_class_positive,2.7300388,-1.0339617,-1.0401643,0.52013208,0.20409279,-0.15192877
sample_024,4,ecg_class_positive,2.1389401,-1.0888734,-0.7638732,0.7012037,0.22254801,-0.4778374
sample_024,5,ecg_class_positive,0.56072695,-1.1075535,-0.34104548,0.82642646,0.31690479,-0.22496145
sample_024,6,ecg_class_positive,-0.67853152,-1.1772523,-0.16280014,0.66509135,0.084497126,-0.27264759
sample_024,7,ecg_class_positive,0.73745468,-1.3366449,0.24012595,0.42308822,0.35334228,-0.484068
sample_024,8,ecg_class_positive,1.1284541,-1.5629357,0.31242077,0.68346718,0.37652863,-0.51663144
sample_024,9,ecg_class_positive,0.61621496,-1.4416866,0.53646954,0.7785762,0.65982328,-0.57430419
sample_024,10,ecg_class_positive,0.95796663,-1.5250047,1.0895203,0.36476564,0.81620248,-0.1411563
sample_024,11,ecg_class_positive,0.84746895,-1.807127,0.83278792,0.65740999,0.68012713,-0.44795985
sample_024,12,ecg_class_positive,-0.0042978538,-1.9284675,0.81900637,0.90881109,0.31022602,-0.73801942
sample_024,13,ecg_class_positive,-0.49077663,-1.9496758,0.90212204,0.72742986,-0.20623397,-0.39860496
sample_024,14,ecg_class_positive,-0.53657841,-1.819808,0.79193508,0.4116391,0.030208269,-0.48868911
sample_024,15,ecg_class_positive,-0.75626983,-1.7579563,0.88963177,0.24151131,0.094015152,-0.23231543
