sample_id,time,label,watch_axis_1,watch_axis_2,watch_axis_3,watch_axis_4,watch_axis_5,watch_axis_6
sample_006,74,Badminton,13.054003,-3.021882,-8.284441,2.865789,0.194426,5.470567
sample_006,75,Badminton,23.157085,10.467781,-7.927259,-8.485505,-0.138495,-16.387732
sample_006,76,Badminton,25.897846,24.805077,-4.593456,10.962441,-1.478172,-9.502913
sample_006,77,Badminton,25.897846,24.805077,-4.593456,10.962441,-1.478172,-9.502913
sample_006,78,Badminton,19.226326,-9.834171,-2.380273,-3.87787,-3.976415,-6.78361
sample_006,79,Badminton,13.593466,-12.013878,2.82458,-2.506234,-2.51955,-2.695333
sample_006,80,Badminton,5.517743,-8.06319,2.080106,1.5634,-2.018837,-0.737754
sample_006,81,Badminton,1.577532,2.736308,0.129205,1.941599,-0.050604,0.623229
sample_006,82,Badminton,1.577532,2.736308,0.129205,1.941599,-0.050604,0.623229
sample_006,83,Badminton,0.443568,2.388513,-1.847873,1.520786,-0.423476,0.311615
sample_006,84,Badminton,0.443568,2.388513,-1.847873,1.520786,-0.423476,0.311615
sample_006,85,Badminton,0.960194,4.316973,-2.601832,-0.276991,-0.551318,0.0
sample_006,86,Badminton,2.14672,2.22158,-1.631437,-4.55703,-0.22905,-0.705794
sample_006,87,Badminton,2.399849,2.432298,-1.28275,-4.924576,0.88424,-0.639209
sample_006,88,Badminton,2.969822,0.079321,-0.373684,-5.254834,0.945497,0.178446
sample_006,89,Badminton,3.807897,0.988617,5.195253,-2.70865,2.51156,0.596595
sample_006,90,Badminton,2.801348,0.289877,-1.136198,-2.887096,2.626085,0.372872
sample_006,91,Badminton,2.251025,-0.13653,-4.68171,-2.173312,1.169221,-0.25302
sample_006,92,Badminton,0.27442,-0.61614,-4.299209,0.633883,-0.183773,-0.266337
sample_006,93,Badminton,-1.606587,0.931487,3.605506,0.44212,-0.942834,0.231713
sample_006,94,Badminton,-0.250374,2.770658,5.225301,0.929517,-0.588605,0.45011
sample_006,95,Badminton,-0.28029,3.982322,2.949889,-0.157139,0.314278,0.218397
sample_006,96,Badminton,-0.28029,3.982322,2.949889,-0.157139,0.314278,0.218397
sample_006,97,Badminton,-1.362502,0.859302,-0.329923,-0.844289,0.522021,-0.300961
sample_006,98,Badminton,2.849978,-2.920563,-12.358777,0.599259,0.775041,-0.306288
sample_006,99,Badminton,15.885976,-2.012929,-5.047484,4.740803,-12.682981,13.948082
sample_007,0,Running,0.300413,0.72758,0.878731,-0.082565,-0.055931,0.668507
sample_007,1,Running,0.300413,0.72758,0.878731,-0.082565,-0.055931,0.668507
sample_007,2,Running,-1.964993,-0.300555,-1.226914,-0.631219,0.039951,0.130505
sample_007,3,Running,-3.159662,-2.094925,2.170437,-0.745744,-0.055931,-0.034624
sample_007,4,Running,-6.498703,-2.887628,1.977581,-0.199753,0.127842,0.300961
sample_007,5,Running,0.898168,-12.323421,-3.279248,0.335585,1.174547,2.860462
sample_007,6,Running,12.391905,-10.109762,-1.684232,3.843247,-2.205272,7.308294
sample_007,7,Running,12.721008,-1.77454,-5.489402,2.218589,-0.242367,7.329601
sample_007,8,Running,18.877642,11.004465,-12.820757,-0.194426,-0.146486,3.467711
sample_007,9,Running,15.90317,13.353151,-5.443162,-3.262631,0.242367,-2.988304
sample_007,10,Running,20.613626,-6.691328,0.29242,-1.954915,3.393137,-10.104836
sample_007,11,Running,0.330798,-14.744413,1.400171,-0.348902,-0.817655,-6.09646
sample_007,12,Running,-16.232243,-12.06364,3.314725,-2.25055,0.410159,-2.618095
sample_007,13,Running,-22.462128,-5.523073,-1.673027,-2.95368,1.273092,0.665843
sample_007,14,Running,-22.462128,-5.523073,-1.673027,-2.95368,1.273092,0.665843
sample_007,15,Running,19.901545,-10.177757,-3.63541,3.963098,-2.130698,9.907746
sample_007,16,Running,19.901545,-10.177757,-3.63541,3.963098,-2.130698,9.907746
sample_007,17,Running,12.42205,7.570535,-7.994142,1.286409,-1.643301,2.807195
sample_007,18,Running,14.50653,7.932712,-6.829134,0.338248,3.467711,-6.597174
sample_007,19,Running,14.50653,7.932712,-6.829134,0.338248,3.467711,-6.597174
sample_007,20,Running,10.878243,-15.30143,1.374012,0.157139,0.117188,-8.299068
sample_007,21,Running,-7.036718,-18.784964,4.270074,-0.300961,-0.503377,-3.145443
sample_007,22,Running,-15.434322,-9.004565,0.843095,-1.608677,0.098545,0.404833
sample_007,23,Running,-7.361859,-8.592011,-1.66635,2.082757,-1.022735,3.888524
sample_007,24,Running,14.283367,-11.56611,-1.246787,4.322654,-0.583279,7.00467
sample_007,25,Running,12.937978,-1.523143,-4.148783,2.01351,0.202416,7.089898
sample_007,26,Running,10.236189,16.137709,-5.354735,-1.944262,-0.490061,0.460763
sample_007,27,Running,11.912701,7.642211,-4.159819,-1.813757,2.106728,-5.286795
sample_007,28,Running,13.023973,-12.497941,-0.95994,-1.270429,1.728529,-8.63199
sample_007,29,Running,2.127672,-16.990229,1.579863,-0.708457,-0.346238,-5.494537
sample_007,30,Running,-14.354092,-12.523821,1.775843,-1.696568,0.111862,-0.612576
sample_007,31,Running,-12.531266,-10.261441,-0.263417,0.117188,-0.740418,2.844482
sample_007,32,Running,15.998491,-10.495846,-7.000566,3.294592,-1.704558,9.063457
sample_007,33,Running,14.88895,1.544984,-5.920661,2.032153,-1.267765,6.986026
sample_007,34,Running,11.664425,14.920465,-4.290067,-1.917628,-0.492724,-0.282318
sample_007,35,Running,12.739643,9.53176,-3.230587,-1.486162,1.036052,-5.305438
sample_007,36,Running,11.788158,-5.545487,-3.654501,-1.491489,3.377157,-7.603929
sample_007,37,Running,10.315844,-16.777885,0.454246,0.814992,-0.231713,-7.918207
sample_007,38,Running,-11.370781,-19.351282,3.013133,-3.318562,0.522021,-1.61134
sample_007,39,Running,-13.421246,-12.030525,-0.713917,-0.276991,-1.267765,3.036245
sample_007,40,Running,-13.421246,-12.030525,-0.713917,-0.276991,-1.267765,3.036245
sample_007,41,Running,13.879685,-11.624912,-6.725349,3.126799,-1.725865,8.293742
sample_007,42,Running,14.751563,18.55716,-5.547588,1.15324,-1.147914,2.812522
sample_007,43,Running,16.539446,9.930487,-3.399141,-1.885668,0.775041,-5.553132
sample_007,44,Running,14.248909,-11.408079,-4.128325,-1.568726,2.711313,-8.568069
sample_007,45,Running,5.0517,-16.4345,0.486906,-1.568726,-0.292971,-6.810244
sample_007,46,Running,-12.293128,-13.686337,5.070427,-0.990775,0.743081,-0.43413
sample_007,47,Running,-12.293128,-13.686337,5.070427,-0.990775,0.743081,-0.43413
sample_007,48,Running,-13.935216,-10.239732,-0.68796,1.020072,0.103872,4.210792
sample_007,49,Running,11.079215,-11.744891,-1.973428,3.086849,-0.767051,8.144593
sample_007,50,Running,14.973806,-7.949153,-5.854179,0.644536,-0.713784,8.34701
sample_007,51,Running,15.532154,10.130287,-1.811439,-1.566063,-0.175783,-4.607635
sample_007,52,Running,15.532154,10.130287,-1.811439,-1.566063,-0.175783,-4.607635
sample_007,53,Running,14.102749,-11.372763,-2.39535,-2.333114,3.044235,-8.203187
sample_007,54,Running,2.432545,-15.746946,1.03784,-1.720539,0.548655,-5.814142
sample_007,55,Running,-11.364473,-12.953819,2.279725,-2.306481,0.402169,-0.767051
sample_007,56,Running,-10.531921,-6.726201,0.754329,-0.151812,-0.743081,2.682016
sample_007,57,Running,6.379906,-11.674754,-2.446557,2.010846,-1.773806,6.269579
sample_007,58,Running,14.882484,-9.9189,-6.508678,2.695333,-1.560736,7.69182
sample_007,59,Running,13.312664,13.427603,-5.992695,-0.103872,-0.668507,2.407689
sample_007,60,Running,15.16338,14.366704,-3.734682,-1.853707,0.338248,-3.481028
sample_007,61,Running,14.243588,-9.648218,-4.072455,-1.502142,2.895086,-8.946268
sample_007,62,Running,8.072919,-16.89662,0.392368,-0.969468,0.143822,-7.201759
sample_007,63,Running,-12.273608,-16.548237,3.232104,-2.002856,-0.306288,-2.245223
sample_007,64,Running,-14.56271,-12.722007,4.542153,-1.09731,-0.138495,2.064114
sample_007,65,Running,1.142344,-14.118549,-3.696775,0.284981,-0.977458,5.989925
sample_007,66,Running,18.368628,-9.897646,-6.47432,4.73814,-3.441077,8.384296
sample_007,67,Running,12.191338,9.414928,-5.314755,0.495387,-1.310379,3.880534
sample_007,68,Running,11.602272,14.67701,-3.369591,-0.19709,0.415486,-0.561972
sample_007,69,Running,12.602325,7.731701,-4.06649,-1.480835,2.074767,-5.145636
sample_007,70,Running,12.602325,7.731701,-4.06649,-1.480835,2.074767,-5.145636
sample_007,71,Running,12.972923,-12.375048,-2.731276,-1.936272,3.153433,-9.010189
sample_007,72,Running,-17.800465,-13.487624,1.569763,-1.640638,0.508704,-0.404833
sample_007,73,Running,-14.834284,-8.808564,-3.066469,1.193191,-1.054696,3.670127
sample_007,74,Running,8.807013,-11.675333,-5.804728,2.567491,-1.771143,7.286987
sample_007,75,Running,13.240521,-2.162875,-3.470423,0.66318,-1.976222,5.055081
sample_007,76,Running,10.29687,11.710282,-2.66147,-0.26101,-1.435558,2.008183
sample_007,77,Running,10.29687,11.710282,-2.66147,-0.26101,-1.435558,2.008183
sample_007,78,Running,10.108654,10.642204,-0.800333,-1.227815,0.998765,-1.848381
sample_007,79,Running,12.292471,-5.010575,-0.242747,-0.348902,2.559501,-6.037866
sample_007,80,Running,1.35901,-12.99542,-3.179219,-1.126607,2.167985,-5.736905
sample_007,81,Running,-10.719055,-9.695831,2.739551,-1.110626,0.266337,-2.602115
sample_007,82,Running,-15.590739,-2.79209,0.55625,-0.70313,0.117188,1.177211
sample_007,83,Running,1.114078,-12.304148,-2.442724,2.202609,-1.257112,4.122901
sample_007,84,Running,14.096396,-10.58553,-4.120994,3.37183,-1.819084,5.614389
sample_007,85,Running,8.231966,7.211417,-3.863548,-0.282318,-1.022735,3.331879
sample_007,86,Running,7.363194,12.156841,-1.569723,-0.753734,-0.215733,0.729764
sample_007,87,Running,11.914184,6.235247,-2.835214,0.727101,0.775041,-3.808623
sample_007,88,Running,15.148499,-10.404298,-0.642285,-2.253213,1.691242,-6.722353
sample_007,89,Running,-3.820424,-11.959169,2.932595,0.095881,-1.147914,-4.021693
sample_007,90,Running,-15.04648,-5.990423,3.528408,-2.413016,0.69514,-1.371637
sample_007,91,Running,-12.927677,-5.393558,0.741288,-0.751071,0.103872,1.14525
sample_007,92,Running,11.275699,-11.90012,-2.157332,3.590226,-0.716447,4.599644
sample_007,93,Running,12.940866,-2.367498,-4.636701,1.376964,0.684487,5.097695
sample_007,94,Running,9.103465,6.955311,-6.104516,0.0,-0.010653,3.37982
sample_007,95,Running,7.052093,11.111779,-3.803361,-0.170456,0.090555,0.759061
sample_007,96,Running,9.021995,3.405194,-2.31732,0.471417,1.368974,-4.445169
sample_007,97,Running,3.552242,-12.276318,-4.569549,-2.378392,3.156097,-4.778091
sample_007,98,Running,-6.654377,-8.576643,-3.473584,-2.849809,2.897749,-2.897749
sample_007,99,Running,-13.677135,-6.305249,-0.51722,-2.916393,3.038908,-0.234377
sample_008,0,Running,1.916536,-0.465923,-0.374403,0.125179,-0.034624,-0.22905
sample_008,1,Running,1.916536,-0.465923,-0.374403,0.125179,-0.034624,-0.22905
sample_008,2,Running,-4.506995,-6.691695,-1.330023,0.708457,-0.055931,2.104064
sample_008,3,Running,7.477389,-10.995518,-3.230503,2.972324,-1.965569,5.177596
sample_008,4,Running,15.911235,-7.805502,-3.833633,3.803296,-0.980121,7.372215
sample_008,5,Running,11.292244,5.96088,-9.051298,1.984213,-0.010653,4.98317
sample_008,6,Running,9.949667,11.395008,-6.204843,-1.757826,-0.463427,-1.552746
sample_008,7,Running,13.480944,6.438585,-4.026298,-2.498244,0.314278,-4.290693
sample_008,8,Running,12.987659,-11.651011,-1.882143,-2.27452,3.044235,-7.481413
sample_008,9,Running,-2.45904,-15.477981,-0.905002,-0.276991,0.295634,-5.129655
sample_008,10,Running,-11.208222,-11.497365,1.398322,-1.544756,-0.468754,-1.747172
sample_008,11,Running,-9.728541,-7.5745,-0.185068,-0.117188,-0.961478,2.439649
sample_008,12,Running,2.761107,-12.164836,-2.85058,2.70066,-1.880341,5.776855
sample_008,13,Running,2.761107,-12.164836,-2.85058,2.70066,-1.880341,5.776855
sample_008,14,Running,7.898422,7.559184,-5.56166,1.115953,0.01598,2.580808
sample_008,15,Running,7.898422,7.559184,-5.56166,1.115953,0.01598,2.580808
sample_008,16,Running,7.361341,10.160477,-5.17594,-1.773806,0.106535,-0.764388
sample_008,17,Running,9.353582,5.512718,-0.060813,-0.48207,1.246458,-4.232099
sample_008,18,Running,-1.672355,-14.177541,2.433598,-0.833636,-1.020072,-4.628942
sample_008,19,Running,-1.672355,-14.177541,2.433598,-0.833636,-1.020072,-4.628942
sample_008,20,Running,-11.173168,-5.385005,3.149756,-0.399506,0.162466,-0.67916
sample_008,21,Running,-8.687606,-6.06222,-1.208655,0.050604,-0.047941,2.650056
sample_008,22,Running,6.602972,-11.078227,-1.093252,2.378392,-1.198518,6.019222
sample_008,23,Running,12.033769,-2.821124,-3.765092,0.921527,0.926854,6.117767
sample_008,24,Running,8.822663,9.993815,-5.786431,0.65519,0.111862,1.856371
sample_008,25,Running,10.754042,10.606177,-4.639723,-1.206508,-0.066584,-3.83792
sample_008,26,Running,15.913225,-4.326027,-1.992317,-1.664608,1.621994,-6.924768
sample_008,27,Running,4.389142,-14.227084,-2.277635,-1.725865,1.645964,-6.061836
sample_008,28,Running,4.389142,-14.227084,-2.277635,-1.725865,1.645964,-6.061836
sample_008,29,Running,-11.84072,-7.550539,0.222592,-0.447447,-0.479407,1.086656
sample_008,30,Running,-1.692246,-13.089598,-2.35047,2.956343,-1.952252,4.322654
sample_008,31,Running,16.041376,-10.579568,-4.425689,4.013702,-0.612576,7.590612
sample_008,32,Running,16.021866,-1.630796,-5.676207,2.367738,-0.125179,7.569305
sample_008,33,Running,10.069838,13.246981,-5.659116,-0.506041,-0.21307,0.942834
sample_008,34,Running,10.307489,10.936245,-3.484328,-0.530011,0.063921,-3.321226
sample_008,35,Running,13.943408,-10.281494,-1.346297,-2.516887,2.620759,-7.686493
sample_008,36,Running,-1.758587,-14.77384,3.332731,-0.410159,-0.791022,-5.43328
sample_008,37,Running,-11.998276,-11.844976,1.684128,-1.643301,0.41815,-2.082757
sample_008,38,Running,-13.952063,-5.288651,1.42352,-0.665843,-0.239704,0.812329
sample_008,39,Running,-4.120312,-10.359997,-0.60243,1.731192,-0.561972,3.720732
sample_008,40,Running,-4.120312,-10.359997,-0.60243,1.731192,-0.561972,3.720732
sample_008,41,Running,12.96682,0.335558,-5.922385,1.302389,0.338248,7.025977
sample_008,42,Running,12.96682,0.335558,-5.922385,1.302389,0.338248,7.025977
sample_008,43,Running,10.146557,14.391958,-7.058108,-0.45011,-0.348902,0.783032
sample_008,44,Running,11.909057,11.419685,-4.292365,-2.06145,0.085228,-4.330644
sample_008,45,Running,12.919132,-11.370993,1.296615,-1.864361,1.773806,-8.482842
sample_008,46,Running,-3.216157,-16.759995,2.278366,0.950824,-0.934844,-5.119002
sample_008,47,Running,-11.069849,-12.487911,4.094647,-0.114525,-0.88424,-2.604778
sample_008,48,Running,-12.685869,-11.01164,1.218901,0.841626,-0.972131,2.92971
sample_008,49,Running,1.249975,-13.702813,0.342495,2.727294,-1.099973,5.486548
sample_008,50,Running,17.872845,-10.32568,-3.674648,1.419578,0.990775,8.168564
sample_008,51,Running,11.250256,7.464528,-6.383224,1.859034,-0.189099,5.585092
sample_008,52,Running,10.457541,12.094919,-3.961213,-0.522021,-0.186436,-0.961478
sample_008,53,Running,13.339315,5.414537,-2.081274,-0.508704,1.115953,-5.739568
sample_008,54,Running,10.209641,-11.37521,-2.137218,-2.498244,3.313236,-8.64797
sample_008,55,Running,-5.804601,-16.010176,-0.750029,1.073339,-0.631219,-4.993824
sample_008,56,Running,-16.187263,-8.23662,3.605807,-0.396843,-0.284981,-0.018644
sample_008,57,Running,-5.990596,-9.183476,-4.531888,2.663373,-2.996294,3.089512
sample_008,58,Running,10.95176,-10.869057,-3.910945,4.826031,-1.79245,6.266916
sample_008,59,Running,13.995154,-7.939922,-2.755155,2.865789,0.585942,8.086
sample_008,60,Running,9.861265,14.790134,-5.424133,-0.183773,0.881576,1.973559
sample_008,61,Running,11.463581,11.652907,-3.216601,-0.111862,-0.242367,-3.646157
sample_008,62,Running,15.239793,-7.354999,-1.302058,-2.807195,3.193384,-7.974137
sample_008,63,Running,3.008658,-15.881813,-3.112336,-1.475509,1.552746,-6.163044
sample_008,64,Running,-10.239721,-14.647039,1.225559,-0.945497,-0.575289,-2.205272
sample_008,65,Running,-16.790117,-6.180954,2.643246,-0.532675,-0.335585,1.001428
sample_008,66,Running,-0.950086,-13.138767,-1.949435,2.362412,-1.515459,5.563785
sample_008,67,Running,-0.950086,-13.138767,-1.949435,2.362412,-1.515459,5.563785
sample_008,68,Running,16.88021,-10.305602,-3.929909,3.678118,-0.19709,8.205851
sample_008,69,Running,10.376316,11.530032,-3.82594,-1.3743,-0.189099,-3.947118
sample_008,70,Running,10.376316,11.530032,-3.82594,-1.3743,-0.189099,-3.947118
sample_008,71,Running,5.078458,-11.44866,1.7051,0.055931,0.820319,-6.519936
sample_008,72,Running,5.078458,-11.44866,1.7051,0.055931,0.820319,-6.519936
sample_008,73,Running,-4.962254,-17.160717,3.67329,0.511368,-1.664608,-3.989732
sample_008,74,Running,-11.036529,-10.383605,2.477607,0.673833,-1.041379,0.476744
sample_008,75,Running,-5.271521,-9.376495,1.153502,1.419578,-1.044042,4.338634
sample_008,76,Running,16.203773,-10.468934,-3.406886,2.354421,0.737754,8.245801
sample_008,77,Running,12.880807,4.263321,-6.19836,0.617902,0.452773,7.492067
sample_008,78,Running,8.886299,10.247698,-5.123344,-0.436793,-1.230478,0.580615
sample_008,79,Running,11.261833,7.867527,-3.441011,-1.033389,-0.242367,-3.481028
sample_008,80,Running,12.266754,0.460465,-1.974153,-1.664608,1.584707,-5.952638
sample_008,81,Running,12.266754,0.460465,-1.974153,-1.664608,1.584707,-5.952638
sample_008,82,Running,-10.314838,-13.466641,3.013869,-1.323696,-0.21307,-3.619523
sample_008,83,Running,-13.749985,-3.724952,1.208059,-0.103872,-0.844289,1.459528
sample_008,84,Running,-2.846839,-11.95483,-1.545189,3.044235,-1.906975,4.157525
sample_008,85,Running,12.586274,-10.194262,-3.438166,2.804531,-0.575289,6.314857
sample_008,86,Running,8.549908,8.351171,-4.874657,-0.231713,-0.03196,2.628749
sample_008,87,Running,6.425698,10.595575,-2.959464,0.250357,-0.053267,-1.052032
sample_008,88,Running,9.080939,7.246139,-3.265418,-0.138495,0.732428,-4.298683
sample_008,89,Running,9.390144,-11.373405,-0.995707,-2.687343,2.439649,-7.396185
sample_008,90,Running,-5.287123,-15.059671,1.468276,-1.560736,-0.111862,-3.664801
sample_008,91,Running,-12.203129,-6.874502,1.971101,-1.944262,-0.00799,-0.460763
sample_008,92,Running,-9.114121,-6.249931,0.95435,1.017408,-1.102636,2.647392
sample_008,93,Running,9.848646,-10.228495,-3.442668,1.880341,-0.657853,6.794263
sample_008,94,Running,12.79613,-2.332604,-4.828838,0.018644,-0.332922,6.31752
sample_008,95,Running,12.79613,-2.332604,-4.828838,0.018644,-0.332922,6.31752
sample_008,96,Running,9.235642,10.737961,-3.584698,0.306288,-0.697804,1.667271
sample_008,97,Running,13.419512,-2.331311,-0.238991,-0.617902,0.255684,-6.330837
sample_008,98,Running,13.419512,-2.331311,-0.238991,-0.617902,0.255684,-6.330837
sample_008,99,Running,-10.327865,-10.408194,1.924294,-2.50357,0.26101,-2.189292
sample_009,0,Running,2.221946,-0.783638,0.142401,0.055931,0.071911,0.226387
sample_009,1,Running,2.221946,-0.783638,0.142401,0.055931,0.071911,0.226387
sample_009,2,Running,-7.704172,-4.569924,2.447367,-0.44212,0.010653,-1.978886
sample_009,3,Running,-10.204578,-7.286369,-0.526095,0.22106,-0.141159,0.181109
sample_009,4,Running,2.69948,-11.371817,-3.895602,2.96167,-0.969468,4.186821
sample_009,5,Running,17.69389,-10.019962,-5.755945,3.089512,-1.275755,7.553325
sample_009,6,Running,13.429123,6.271763,-8.266397,1.574053,-0.713784,4.834021
sample_009,7,Running,13.429123,6.271763,-8.266397,1.574053,-0.713784,4.834021
sample_009,8,Running,13.158327,9.563961,-6.144929,-2.620759,1.241132,-5.276141
sample_009,9,Running,9.65859,-11.845804,-0.473718,-1.025398,1.893658,-7.180452
sample_009,10,Running,-7.56682,-12.579346,0.285955,-0.239704,-0.090555,-3.478365
sample_009,11,Running,-15.388742,-6.489952,-0.190517,-0.886903,0.242367,0.455437
sample_009,12,Running,-6.604001,-7.108162,-2.124021,0.844289,-0.998765,3.297255
sample_009,13,Running,-6.604001,-7.108162,-2.124021,0.844289,-0.998765,3.297255
sample_009,14,Running,12.061059,0.794457,-4.024847,0.940171,-0.601922,5.752885
sample_009,15,Running,12.061059,0.794457,-4.024847,0.940171,-0.601922,5.752885
sample_009,16,Running,7.156232,12.062464,-5.088419,-0.308951,-0.729764,-1.329023
sample_009,17,Running,8.011922,8.872772,-5.335676,-2.399699,1.086656,-4.373258
sample_009,18,Running,13.433666,-8.316735,-3.08514,-2.303817,4.003049,-7.097888
sample_009,19,Running,0.865107,-16.975437,-3.003674,-1.262439,0.588605,-5.238854
sample_009,20,Running,-15.525042,-9.534504,1.024474,-1.835064,0.316941,0.66318
sample_009,21,Running,-10.233915,-9.265916,-2.369154,1.006755,-1.805767,3.422434
sample_009,22,Running,9.195869,-11.11019,-2.949498,4.399891,-1.520786,6.405411
sample_009,23,Running,15.925344,-4.859624,-5.273434,3.606206,0.210406,6.205658
sample_009,24,Running,7.069539,13.138102,-4.807694,-2.146678,-0.087891,0.865596
sample_009,25,Running,8.348442,11.909311,-1.167257,-1.033389,0.00799,-3.670127
sample_009,26,Running,10.580294,-4.863139,-1.212052,-2.836492,3.102829,-7.159145
sample_009,27,Running,-3.736074,-15.333521,3.841055,-0.042614,-0.881576,-4.716833
sample_009,28,Running,-10.878026,-13.279336,2.600813,-1.294399,0.340912,0.239704
sample_009,29,Running,-3.676805,-7.234417,-2.067421,0.881576,-1.568726,4.426525
sample_009,30,Running,13.422832,-10.033811,-3.07971,3.068205,-1.241132,6.522599
sample_009,31,Running,11.358536,2.432379,-4.76154,1.107963,0.335585,4.945883
sample_009,32,Running,6.891267,10.915147,-4.862567,-0.532675,-0.125179,-1.38229
sample_009,33,Running,11.29808,7.058714,-2.639935,-1.912302,0.037287,-5.627706
sample_009,34,Running,10.886322,-10.407839,-0.571631,-1.797777,2.24256,-7.116531
sample_009,35,Running,-0.546267,-16.333815,-0.936161,-1.310379,1.060022,-4.826031
sample_009,36,Running,-11.862338,-10.233715,1.305822,-1.15324,0.173119,0.223723
sample_009,37,Running,-11.862338,-10.233715,1.305822,-1.15324,0.173119,0.223723
sample_009,38,Running,8.481867,-10.903373,-2.924402,3.118809,-1.749836,6.594511
sample_009,39,Running,11.795431,-0.82764,-5.111199,0.846953,-0.359555,6.794263
sample_009,40,Running,11.795431,-0.82764,-5.111199,0.846953,-0.359555,6.794263
sample_009,41,Running,9.62163,10.213011,-4.476669,1.219825,-0.402169,0.460763
sample_009,42,Running,13.076652,-3.694826,-0.712183,-0.6472,1.960242,-6.34149
sample_009,43,Running,13.076652,-3.694826,-0.712183,-0.6472,1.960242,-6.34149
sample_009,44,Running,-14.025946,-9.459988,0.931274,0.396843,-0.4581,-0.801675
sample_009,45,Running,-14.025946,-9.459988,0.931274,0.396843,-0.4581,-0.801675
sample_009,46,Running,-12.636258,-4.014316,-0.06928,-0.210406,-0.969468,1.57938
sample_009,47,Running,5.06265,-11.397467,-2.134412,5.137646,-2.538194,4.722159
sample_009,48,Running,11.476304,-10.369916,-3.961535,2.623422,0.175783,5.904697
sample_009,49,Running,9.23195,8.411849,-5.475656,0.364882,0.500714,3.457058
sample_009,50,Running,13.10746,0.927722,-1.206708,-0.335585,1.542093,-5.85942
sample_009,51,Running,13.10746,0.927722,-1.206708,-0.335585,1.542093,-5.85942
sample_009,52,Running,-0.65414,-12.834628,-1.240264,-1.928282,2.729957,-5.782182
sample_009,53,Running,-14.592692,-12.157019,0.063976,-1.315706,0.577952,-1.664608
sample_009,54,Running,-9.652962,-3.690944,-0.269157,1.475509,-1.438221,2.532867
sample_009,55,Running,2.285077,-11.026693,-2.602691,1.787123,-1.717875,4.836685
sample_009,56,Running,12.50435,-6.389175,-4.927712,1.55541,-0.764388,4.98317
sample_009,57,Running,7.899374,11.007549,-2.978043,-0.559308,-0.034624,0.44212
sample_009,58,Running,7.870136,8.598926,-1.828915,-0.719111,0.822982,-4.090941
sample_009,59,Running,8.034016,-10.356581,-2.300406,-1.837727,2.801868,-5.481221
sample_009,60,Running,-4.053874,-14.410095,0.83658,-0.479407,0.684487,-3.976415
sample_009,61,Running,-11.113731,-10.777903,2.550162,-0.551318,0.380862,-1.094646
sample_009,62,Running,-8.408858,-4.522783,-0.772666,1.414251,-1.313043,2.285174
sample_009,63,Running,8.682655,-10.603638,-5.052769,2.466283,-1.672598,6.016559
sample_009,64,Running,11.080595,3.694521,-6.288447,-0.127842,-0.375536,5.052418
sample_009,65,Running,7.031618,10.690029,-1.742142,0.9162,-1.073339,0.564635
sample_009,66,Running,10.125511,7.470233,-1.558093,-1.171884,1.012082,-4.274713
sample_009,67,Running,10.085585,-7.194067,-3.750647,-2.820512,3.718068,-5.694291
sample_009,68,Running,2.396704,-15.407652,-0.949095,-1.992203,0.00799,-5.6863
sample_009,69,Running,-13.080339,-11.071421,3.555292,-2.130698,0.250357,-0.157139
sample_009,70,Running,-10.709501,-6.544721,-0.626881,0.114525,-0.431466,3.116146
sample_009,71,Running,-0.136473,-6.801473,-6.062816,4.588991,-2.943027,5.888717
sample_009,72,Running,14.601121,-8.861425,-5.830895,4.676882,-1.861697,5.89937
sample_009,73,Running,10.558291,9.903763,-5.060756,-0.327595,0.111862,1.867024
sample_009,74,Running,8.282672,9.695986,-2.011501,-0.769715,0.833636,-4.06697
sample_009,75,Running,10.838271,-2.452496,-1.274383,-1.195854,1.933608,-6.280232
sample_009,76,Running,10.838271,-2.452496,-1.274383,-1.195854,1.933608,-6.280232
sample_009,77,Running,-1.12294,-14.56124,1.509899,-0.830972,0.202416,-4.538387
sample_009,78,Running,-12.720577,-8.881319,4.04067,-1.79245,-0.002663,-0.721774
sample_009,79,Running,-11.289421,-5.533914,3.051191,0.324931,-0.580615,2.223916
sample_009,80,Running,8.414588,-10.581888,-3.863872,2.719303,-0.820319,5.947311
sample_009,81,Running,14.391207,-10.245263,-5.433517,3.105492,-0.415486,6.152391
sample_009,82,Running,9.668654,9.616966,-4.755169,0.503377,-0.19709,2.141352
sample_009,83,Running,8.134576,10.569368,-3.017313,-1.933608,-0.095881,-2.218589
sample_009,84,Running,15.128651,4.280697,-2.886732,-1.8324,1.526112,-5.742231
sample_009,85,Running,3.332233,-13.973597,3.168759,0.90022,-0.852279,-6.298876
sample_009,86,Running,-11.155935,-13.746769,4.292092,-2.588798,0.583279,-2.618095
sample_009,87,Running,-12.765718,-7.094837,0.155046,-1.251785,-0.133169,1.275755
sample_009,88,Running,-4.288213,-8.875654,-1.127304,-0.095881,-1.201181,3.052225
sample_009,89,Running,16.410984,-10.444338,-3.324964,3.763346,-1.014745,6.157717
sample_009,90,Running,11.345117,1.453572,-4.830971,1.038715,-0.609912,5.561122
sample_009,91,Running,8.734665,12.539498,-4.713674,-0.010653,-0.330258,0.836299
sample_009,92,Running,11.664628,7.914658,-3.547131,-1.590033,0.993438,-3.42776
sample_009,93,Running,12.536871,-10.456187,-1.997421,-1.933608,3.747365,-6.320183
